,User ID,Subscription Type,Monthly Revenue,Country,Age,Gender,Device,Plan Duration,Join Year,Join Month,Join Day,Last Payment Year,Last Payment Month,Last Payment Day
682,683,0,13,United States,39,1,Smartphone,1 Month,2022,3,8,2023,6,29
683,684,2,10,Canada,49,1,Smartphone,1 Month,2022,11,8,2023,6,29
684,685,1,12,United States,31,1,Smartphone,1 Month,2022,8,15,2023,6,30
685,686,0,14,United States,37,1,Tablet,1 Month,2022,8,18,2023,6,28
686,687,1,13,Canada,30,0,Tablet,1 Month,2022,8,26,2023,6,29
687,688,2,10,United Kingdom,42,1,Smartphone,1 Month,2022,3,9,2023,6,28
688,689,0,15,Australia,37,0,Smart TV,1 Month,2022,4,9,2023,6,29
689,690,2,15,Germany,36,1,Laptop,1 Month,2022,5,9,2023,6,30
690,691,1,11,France,28,0,Laptop,1 Month,2022,1,9,2023,6,29
691,692,0,15,Brazil,36,1,Tablet,1 Month,2022,8,31,2023,6,30
692,693,2,14,Mexico,31,0,Tablet,1 Month,2022,1,9,2023,6,29
693,694,1,14,Spain,46,1,Smart TV,1 Month,2022,9,17,2023,1,7
694,695,0,13,Italy,28,1,Laptop,1 Month,2022,9,21,2023,6,28
695,696,1,15,Spain,31,1,Tablet,1 Month,2022,9,29,2023,1,7
696,697,0,12,Spain,43,1,Smart TV,1 Month,2022,6,10,2023,6,29
697,698,2,10,United States,28,1,Laptop,1 Month,2022,12,10,2023,2,7
698,699,2,13,Canada,32,0,Smartphone,1 Month,2022,7,10,2023,6,30
699,700,0,12,United States,31,0,Laptop,1 Month,2022,4,10,2023,6,30
700,701,1,11,United States,45,1,Smart TV,1 Month,2022,9,24,2023,6,28
701,702,0,14,Canada,36,1,Smartphone,1 Month,2022,9,25,2023,1,7
702,703,2,14,United Kingdom,35,1,Laptop,1 Month,2022,9,27,2023,6,30
703,704,1,13,Australia,27,0,Tablet,1 Month,2022,9,30,2023,1,7
704,705,0,13,Germany,32,1,Laptop,1 Month,2022,4,10,2023,6,28
705,706,1,12,France,46,0,Smartphone,1 Month,2022,10,24,2023,1,7
706,707,0,12,Brazil,36,1,Smart TV,1 Month,2022,10,28,2023,6,30
707,708,2,13,Mexico,39,1,Laptop,1 Month,2022,2,11,2023,1,7
708,709,2,12,Spain,48,0,Smart TV,1 Month,2022,7,11,2023,6,28
709,710,0,10,Italy,48,0,Smart TV,1 Month,2022,10,11,2023,6,30
710,711,1,14,Spain,27,0,Laptop,1 Month,2022,11,15,2023,6,29
711,712,0,13,Spain,45,1,Tablet,1 Month,2022,8,11,2023,1,7
712,713,2,10,United States,30,1,Laptop,1 Month,2022,1,11,2023,6,27
713,714,1,15,Canada,29,1,Tablet,1 Month,2022,10,30,2023,6,29
714,715,0,12,United States,43,0,Laptop,1 Month,2022,10,28,2023,6,29
715,716,1,10,United States,43,1,Laptop,1 Month,2022,10,26,2023,6,30
716,717,0,15,Canada,39,0,Tablet,1 Month,2022,10,18,2023,6,29
717,718,2,14,United Kingdom,27,1,Tablet,1 Month,2022,9,30,2023,6,30
718,719,2,10,Australia,33,0,Tablet,1 Month,2022,3,9,2023,6,29
719,720,0,10,Germany,32,0,Tablet,1 Month,2022,8,23,2023,6,29
720,721,1,10,France,37,0,Tablet,1 Month,2022,8,16,2023,6,29
721,722,0,13,Brazil,45,1,Smartphone,1 Month,2022,11,8,2023,6,30
722,723,2,10,Mexico,40,0,Smartphone,1 Month,2022,1,8,2023,6,30
723,724,1,14,Spain,44,1,Laptop,1 Month,2022,1,8,2023,6,29
724,725,0,12,Italy,29,0,Tablet,1 Month,2022,1,8,2023,6,29
725,726,1,14,Spain,50,1,Laptop,1 Month,2022,2,8,2023,6,30
726,727,0,11,Spain,32,0,Laptop,1 Month,2022,4,8,2023,6,29
727,728,2,14,United States,39,1,Laptop,1 Month,2022,4,8,2023,6,29
728,729,2,15,Canada,43,0,Smartphone,1 Month,2022,7,7,2023,6,30
729,730,0,12,United States,49,0,Smartphone,1 Month,2022,6,27,2023,6,30
730,731,1,13,United States,30,1,Tablet,1 Month,2022,6,19,2023,6,29
731,732,0,12,Canada,47,1,Tablet,1 Month,2022,6,19,2023,6,29
732,733,2,10,United Kingdom,51,0,Laptop,1 Month,2022,6,18,2023,6,29
733,734,1,14,Australia,40,1,Tablet,1 Month,2022,6,19,2023,6,30
734,735,0,14,Germany,40,1,Laptop,1 Month,2022,6,24,2023,6,28
735,736,1,11,France,49,1,Smartphone,1 Month,2022,6,30,2023,6,30
736,737,0,15,Brazil,43,0,Tablet,1 Month,2022,2,7,2023,6,30
737,738,2,14,Mexico,44,0,Smartphone,1 Month,2022,6,26,2023,1,7
738,739,2,13,Spain,27,1,Smartphone,1 Month,2022,6,21,2023,6,28
739,740,0,14,Italy,30,1,Tablet,1 Month,2022,6,16,2023,6,29
740,741,1,14,Spain,47,1,Smart TV,1 Month,2022,9,6,2023,6,30
741,742,0,13,Spain,51,1,Smartphone,1 Month,2022,10,6,2023,6,30
742,743,2,15,United States,31,0,Laptop,1 Month,2022,10,6,2023,6,28
743,744,1,13,Canada,34,0,Tablet,1 Month,2022,11,6,2023,6,29
744,745,0,11,United States,28,0,Laptop,1 Month,2022,12,6,2023,6,30
745,746,0,15,United States,32,1,Smartphone,1 Month,2022,6,15,2023,6,30
746,747,0,11,Canada,41,1,Smart TV,1 Month,2022,6,25,2023,6,29
747,748,2,13,United Kingdom,40,1,Smart TV,1 Month,2022,6,30,2023,6,28
748,749,1,12,Australia,46,1,Smart TV,1 Month,2022,6,7,2023,6,30
749,750,0,13,Germany,47,1,Smart TV,1 Month,2022,9,7,2023,6,29
750,751,0,14,France,45,0,Laptop,1 Month,2022,7,18,2023,6,29
751,752,1,10,Brazil,28,0,Smartphone,1 Month,2022,7,24,2023,6,28
752,753,2,12,Mexico,43,0,Smartphone,1 Month,2022,7,27,2023,6,30
753,754,2,11,Spain,41,1,Laptop,1 Month,2022,10,8,2023,6,29
754,755,0,13,Italy,32,1,Tablet,1 Month,2022,8,16,2023,6,30
755,756,1,14,Spain,44,0,Smartphone,1 Month,2022,8,23,2023,6,29
756,757,2,11,Spain,32,1,Laptop,1 Month,2022,3,9,2023,6,30
757,758,0,12,United States,47,1,Laptop,1 Month,2022,4,9,2023,6,29
758,759,2,14,Canada,37,1,Smart TV,1 Month,2022,5,9,2023,6,29
759,760,1,13,United States,40,0,Smartphone,1 Month,2022,4,9,2023,1,7
760,761,0,11,United States,48,0,Smart TV,1 Month,2022,8,31,2023,6,29
761,762,1,10,Canada,48,1,Laptop,1 Month,2022,1,9,2023,2,7
762,763,2,10,United Kingdom,35,1,Laptop,1 Month,2022,9,15,2023,6,29
763,764,0,15,Australia,28,1,Smart TV,1 Month,2022,9,18,2023,3,7
764,765,2,11,Germany,35,0,Smart TV,1 Month,2022,9,28,2023,6,29
765,766,1,13,France,43,1,Smartphone,1 Month,2022,9,30,2023,1,7
766,767,0,15,Brazil,39,1,Laptop,1 Month,2022,7,10,2023,6,29
767,768,2,10,Mexico,38,0,Laptop,1 Month,2022,8,10,2023,2,7
768,769,1,14,Spain,36,0,Smart TV,1 Month,2022,8,10,2023,6,30
769,770,0,11,Italy,42,0,Laptop,1 Month,2022,3,10,2023,1,7
770,771,1,14,Spain,27,1,Tablet,1 Month,2022,4,10,2023,6,28
771,772,0,12,Spain,48,1,Laptop,1 Month,2022,2,10,2023,1,7
772,773,2,13,United States,27,0,Smart TV,1 Month,2022,1,10,2023,6,30
773,774,2,15,Canada,49,1,Smartphone,1 Month,2022,3,10,2023,2,7
774,775,0,11,United States,29,1,Tablet,1 Month,2022,10,20,2023,6,28
775,776,1,11,United States,44,1,Laptop,1 Month,2022,10,21,2023,1,7
776,777,0,11,Canada,31,1,Smartphone,1 Month,2022,10,28,2023,6,30
777,778,2,13,United Kingdom,33,1,Tablet,1 Month,2022,3,11,2023,1,7
778,779,1,10,Australia,36,0,Smart TV,1 Month,2022,7,11,2023,6,28
779,780,0,15,Germany,43,0,Laptop,1 Month,2022,12,11,2023,6,30
780,781,1,14,France,30,0,Smartphone,1 Month,2022,11,13,2023,6,29
781,782,0,13,Brazil,44,0,Laptop,1 Month,2022,2,11,2023,1,7
782,783,2,13,Mexico,37,0,Laptop,1 Month,2022,1,11,2023,6,29
783,784,2,14,Spain,27,1,Laptop,1 Month,2022,10,31,2023,6,30
784,785,0,12,Italy,35,0,Laptop,1 Month,2022,10,28,2023,6,29
785,786,1,13,Spain,32,1,Smart TV,1 Month,2022,10,24,2023,6,30
786,787,0,12,Spain,49,0,Laptop,1 Month,2022,3,10,2023,6,29
787,788,2,12,United States,45,0,Tablet,1 Month,2022,9,13,2023,6,30
788,789,1,11,Canada,33,0,Smartphone,1 Month,2022,2,9,2023,6,30
789,790,0,14,United States,37,0,Smartphone,1 Month,2022,8,30,2023,6,30
790,791,1,15,United States,29,1,Smartphone,1 Month,2022,8,25,2023,6,30
791,792,0,12,Canada,45,1,Smart TV,1 Month,2022,11,8,2023,6,30
792,793,2,11,United Kingdom,42,0,Smartphone,1 Month,2022,5,8,2023,6,30
793,794,2,12,Australia,32,0,Smart TV,1 Month,2022,2,8,2023,6,30
794,795,0,11,Germany,47,1,Smartphone,1 Month,2022,3,8,2023,1,7
795,796,1,12,France,27,1,Smart TV,1 Month,2022,4,8,2023,1,7
796,797,0,10,Brazil,35,1,Tablet,1 Month,2022,5,8,2023,6,30
797,798,2,15,Mexico,35,1,Laptop,1 Month,2022,12,7,2023,6,30
798,799,1,10,Spain,48,1,Tablet,1 Month,2022,2,7,2023,6,30
799,800,0,12,Italy,36,1,Smartphone,1 Month,2022,6,26,2023,6,30
800,801,1,10,Spain,46,1,Smartphone,1 Month,2022,6,22,2023,6,29
801,802,0,13,Spain,33,0,Smartphone,1 Month,2022,6,22,2023,6,30
802,803,2,14,United States,43,1,Smart TV,1 Month,2022,6,19,2023,1,7
803,804,2,14,Canada,47,0,Smartphone,1 Month,2022,6,22,2023,2,7
804,805,0,15,United States,39,0,Laptop,1 Month,2022,6,27,2023,6,28
805,806,1,15,United States,30,0,Laptop,1 Month,2022,1,7,2023,6,30
806,807,0,11,Canada,46,1,Tablet,1 Month,2022,6,28,2023,6,30
807,808,2,13,United Kingdom,39,1,Smart TV,1 Month,2022,6,25,2023,1,7
808,809,1,10,Australia,28,1,Smartphone,1 Month,2022,6,22,2023,6,28
809,810,0,13,Germany,38,1,Smartphone,1 Month,2022,9,6,2023,6,29
810,811,1,13,France,36,1,Laptop,1 Month,2022,10,6,2023,6,30
811,812,0,15,Brazil,33,1,Laptop,1 Month,2022,11,6,2023,1,7
812,813,2,10,Mexico,50,1,Smartphone,1 Month,2022,11,6,2023,6,28
813,814,2,10,Spain,38,1,Smartphone,1 Month,2022,12,6,2023,6,29
814,815,0,15,Italy,29,1,Smartphone,1 Month,2022,6,13,2023,6,30
815,816,1,15,Spain,47,0,Smart TV,1 Month,2022,6,18,2023,6,30
816,817,0,15,Spain,31,0,Tablet,1 Month,2022,6,29,2023,6,30
817,818,2,13,United States,40,1,Tablet,1 Month,2022,6,30,2023,6,28
818,819,1,14,Canada,50,1,Laptop,1 Month,2022,1,7,2023,1,7
819,820,0,11,United States,43,0,Tablet,1 Month,2022,7,7,2023,6,30
820,821,0,12,United States,35,0,Laptop,1 Month,2022,7,13,2023,6,29
821,822,0,11,Canada,36,1,Laptop,1 Month,2022,7,24,2023,6,29
822,823,2,15,United Kingdom,30,1,Smartphone,1 Month,2022,7,29,2023,6,30
823,824,1,13,Australia,47,0,Smartphone,1 Month,2022,7,31,2023,6,30
824,825,0,12,Germany,30,0,Laptop,1 Month,2022,9,8,2023,6,30
825,826,0,11,France,37,1,Smart TV,1 Month,2022,8,18,2023,1,7
826,827,1,15,Brazil,34,1,Smartphone,1 Month,2022,8,20,2023,6,30
827,828,2,15,Mexico,33,0,Smart TV,1 Month,2022,8,30,2023,6,30
828,829,2,10,Spain,31,1,Tablet,1 Month,2022,1,9,2023,6,29
829,830,0,13,Italy,30,0,Smartphone,1 Month,2022,2,9,2023,3,7
830,831,1,10,Spain,35,1,Smartphone,1 Month,2022,2,9,2023,6,29
831,832,2,14,Spain,40,0,Tablet,1 Month,2022,9,15,2023,2,7
832,833,0,13,United States,29,1,Smartphone,1 Month,2022,9,17,2023,6,29
833,834,2,14,Canada,34,0,Smart TV,1 Month,2022,9,26,2023,3,7
834,835,1,12,United States,31,1,Laptop,1 Month,2022,9,27,2023,6,29
835,836,0,15,United States,28,1,Laptop,1 Month,2022,4,10,2023,1,7
836,837,1,12,Canada,46,0,Smart TV,1 Month,2022,6,10,2023,6,29
837,838,2,11,United Kingdom,38,1,Smartphone,1 Month,2022,7,10,2023,2,7
838,839,0,13,Australia,35,0,Laptop,1 Month,2022,6,10,2023,6,30
839,840,2,15,Germany,49,1,Smartphone,1 Month,2022,7,10,2023,3,7
840,841,1,13,France,42,1,Smartphone,1 Month,2022,6,10,2023,6,29
841,842,0,14,Brazil,37,0,Laptop,1 Month,2022,6,10,2023,2,7
842,843,2,13,Mexico,39,0,Smartphone,1 Month,2022,4,10,2023,1,7
843,844,1,10,Spain,47,0,Smart TV,1 Month,2022,10,14,2023,2,7
844,845,0,12,Italy,49,1,Smartphone,1 Month,2022,10,19,2023,6,29
845,846,1,12,Spain,35,1,Laptop,1 Month,2022,10,21,2023,1,7
846,847,0,11,Spain,36,0,Smart TV,1 Month,2022,10,28,2023,6,30
847,848,2,11,United States,40,1,Tablet,1 Month,2022,1,11,2023,2,7
848,849,2,10,Canada,30,0,Smart TV,1 Month,2022,12,11,2023,6,29
849,850,0,13,United States,51,0,Smart TV,1 Month,2022,11,13,2023,6,30
850,851,1,15,United States,47,1,Laptop,1 Month,2022,9,11,2023,6,30
851,852,0,12,Canada,47,0,Laptop,1 Month,2022,8,11,2023,1,7
852,853,2,14,United Kingdom,39,1,Tablet,1 Month,2022,6,11,2023,6,30
853,854,1,10,Australia,49,1,Smart TV,1 Month,2022,7,11,2023,6,30
854,855,0,12,Germany,33,1,Laptop,1 Month,2022,2,11,2023,1,7
855,856,1,10,France,32,0,Smart TV,1 Month,2022,6,10,2023,6,30
856,857,0,15,Brazil,40,1,Smartphone,1 Month,2022,9,16,2023,6,30
857,858,2,14,Mexico,40,0,Laptop,1 Month,2022,10,9,2023,6,30
858,859,2,12,Spain,51,0,Tablet,1 Month,2022,4,9,2023,6,30
859,860,0,13,Italy,50,1,Smart TV,1 Month,2022,8,26,2023,1,7
860,861,1,14,Spain,50,0,Smart TV,1 Month,2022,8,14,2023,1,7
861,862,0,14,Spain,47,1,Smartphone,1 Month,2022,12,8,2023,1,7
862,863,2,12,United States,35,1,Laptop,1 Month,2022,10,8,2023,6,30
863,864,1,11,Canada,31,1,Tablet,1 Month,2022,10,8,2023,1,7
864,865,0,15,United States,36,1,Smartphone,1 Month,2022,4,8,2023,1,7
865,866,1,10,United States,41,0,Smart TV,1 Month,2022,5,8,2023,1,7
866,867,0,13,Canada,49,0,Tablet,1 Month,2022,7,17,2023,6,30
867,868,2,12,United Kingdom,34,0,Tablet,1 Month,2022,7,16,2023,1,7
868,869,2,15,Australia,30,0,Tablet,1 Month,2022,7,13,2023,1,7
869,870,0,13,Germany,38,1,Laptop,1 Month,2022,3,7,2023,2,7
870,871,1,11,France,45,1,Tablet,1 Month,2022,6,24,2023,6,29
871,872,0,14,Brazil,42,0,Laptop,1 Month,2022,6,21,2023,1,7
872,873,2,10,Mexico,42,0,Smart TV,1 Month,2022,6,22,2023,1,7
873,874,1,10,Spain,31,1,Smart TV,1 Month,2022,6,23,2023,2,7
874,875,0,14,Italy,28,1,Smart TV,1 Month,2022,6,26,2023,6,29
875,876,1,11,Spain,44,1,Tablet,1 Month,2022,6,27,2023,6,30
876,877,0,13,Spain,30,1,Smart TV,1 Month,2022,6,28,2023,1,7
877,878,2,13,United States,33,1,Smartphone,1 Month,2022,6,28,2023,2,7
878,879,2,12,Canada,42,0,Tablet,1 Month,2022,6,18,2023,6,29
879,880,0,11,United States,31,1,Smart TV,1 Month,2022,11,6,2023,6,30
880,881,1,11,United States,31,0,Smartphone,1 Month,2022,11,6,2023,1,7
881,882,0,13,Canada,46,0,Smart TV,1 Month,2022,12,6,2023,1,7
882,883,2,15,United Kingdom,28,0,Tablet,1 Month,2022,6,13,2023,6,29
883,884,1,11,Australia,50,1,Tablet,1 Month,2022,6,13,2023,6,29
884,885,0,11,Germany,34,1,Tablet,1 Month,2022,6,18,2023,2,7
885,886,1,15,France,45,0,Smart TV,1 Month,2022,6,23,2023,6,30
886,887,0,12,Brazil,38,0,Laptop,1 Month,2022,6,26,2023,6,30
887,888,2,13,Mexico,42,0,Laptop,1 Month,2022,6,29,2023,6,29
888,889,2,10,Spain,45,0,Smartphone,1 Month,2022,2,7,2023,1,7
889,890,0,10,Italy,44,1,Smart TV,1 Month,2022,6,7,2023,6,30
890,891,1,14,Spain,50,0,Smart TV,1 Month,2022,7,18,2023,6,30
891,892,0,15,Spain,38,1,Tablet,1 Month,2022,7,29,2023,6,30
892,893,2,13,United States,42,0,Smart TV,1 Month,2022,7,30,2023,1,7
893,894,1,13,Canada,50,1,Smart TV,1 Month,2022,3,8,2023,1,7
894,895,0,10,United States,30,1,Smartphone,1 Month,2022,8,15,2023,6,30
895,896,0,10,United States,47,0,Smartphone,1 Month,2022,8,20,2023,1,7
896,897,0,14,Canada,32,0,Laptop,1 Month,2022,8,21,2023,6,30
897,898,2,11,United Kingdom,31,0,Tablet,1 Month,2022,8,30,2023,2,7
898,899,1,15,Australia,37,1,Laptop,1 Month,2022,1,9,2023,6,29
899,900,0,14,Germany,32,0,Smartphone,1 Month,2022,2,9,2023,3,7
900,901,0,12,France,29,1,Smartphone,1 Month,2022,4,9,2023,6,30
901,902,1,12,Brazil,28,1,Tablet,1 Month,2022,10,9,2023,2,7
902,903,2,11,Mexico,42,1,Laptop,1 Month,2022,9,25,2023,6,29
903,904,2,12,Spain,37,1,Tablet,1 Month,2022,9,27,2023,3,7
904,905,0,13,Italy,38,0,Laptop,1 Month,2022,1,10,2023,6,30
905,906,1,13,Spain,32,1,Smart TV,1 Month,2022,6,10,2023,2,7
906,907,2,15,Spain,48,1,Laptop,1 Month,2022,7,10,2023,6,30
907,908,0,13,United States,46,0,Smart TV,1 Month,2022,8,10,2023,3,7
908,909,2,14,Canada,30,1,Tablet,1 Month,2022,8,10,2023,1,7
909,910,1,10,United States,40,0,Smart TV,1 Month,2022,8,10,2023,3,7
910,911,0,13,United States,29,1,Smart TV,1 Month,2022,8,10,2023,6,29
911,912,1,15,Canada,41,1,Tablet,1 Month,2022,8,10,2023,2,7
912,913,2,15,United Kingdom,32,1,Laptop,1 Month,2022,10,10,2023,1,7
913,914,0,12,Australia,44,0,Smart TV,1 Month,2022,10,19,2023,2,7
914,915,2,15,Germany,41,1,Laptop,1 Month,2022,10,20,2023,6,29
915,916,1,12,France,50,0,Smartphone,1 Month,2022,10,26,2023,1,7
916,917,0,14,Brazil,33,0,Tablet,1 Month,2022,10,29,2023,6,30
917,918,2,10,Mexico,34,0,Smart TV,1 Month,2022,10,31,2023,2,7
918,919,1,15,Spain,40,1,Smartphone,1 Month,2022,11,11,2023,6,29
919,920,0,14,Italy,34,0,Tablet,1 Month,2022,9,11,2023,1,7
920,921,1,14,Spain,27,0,Smart TV,1 Month,2022,9,11,2023,1,7
921,922,0,13,Spain,34,1,Tablet,1 Month,2022,7,11,2023,1,7
922,923,2,13,United States,28,1,Tablet,1 Month,2022,8,11,2023,6,30
923,924,2,14,Canada,37,0,Smart TV,1 Month,2022,5,11,2023,1,7
924,925,0,10,United States,27,0,Laptop,1 Month,2022,10,25,2023,1,7
925,926,1,13,United States,33,0,Laptop,1 Month,2022,10,23,2023,2,7
926,927,0,11,Canada,42,1,Laptop,1 Month,2022,10,20,2023,2,7
927,928,2,11,United Kingdom,49,1,Smartphone,1 Month,2022,10,14,2023,1,7
928,929,1,13,Australia,44,1,Smart TV,1 Month,2022,8,29,2023,6,30
929,930,0,10,Germany,47,1,Laptop,1 Month,2022,8,18,2023,1,7
930,931,1,13,France,33,1,Laptop,1 Month,2022,8,13,2023,2,7
931,932,0,11,Brazil,37,1,Smart TV,1 Month,2022,11,8,2023,2,7
932,933,2,10,Mexico,35,1,Laptop,1 Month,2022,11,8,2023,1,7
933,934,2,11,Spain,34,0,Smartphone,1 Month,2022,6,8,2023,1,7
934,935,0,10,Italy,44,1,Smartphone,1 Month,2022,7,8,2023,2,7
935,936,1,15,Spain,29,1,Tablet,1 Month,2022,7,18,2023,2,7
936,937,0,10,Spain,38,1,Smartphone,1 Month,2022,7,17,2023,6,30
937,938,2,14,United States,46,1,Smart TV,1 Month,2022,7,15,2023,2,7
938,939,1,10,Canada,29,1,Tablet,1 Month,2022,7,14,2023,2,7
939,940,0,12,United States,48,0,Smart TV,1 Month,2022,6,26,2023,3,7
940,941,1,10,United States,36,1,Smart TV,1 Month,2022,6,26,2023,6,29
941,942,0,12,Canada,43,1,Laptop,1 Month,2022,6,22,2023,1,7
942,943,2,15,United Kingdom,42,0,Smart TV,1 Month,2022,6,23,2023,1,7
943,944,2,10,Australia,50,1,Tablet,1 Month,2022,6,24,2023,2,7
944,945,0,13,Germany,39,1,Laptop,1 Month,2022,6,26,2023,6,29
945,946,1,14,France,43,0,Laptop,1 Month,2022,6,28,2023,1,7
946,947,0,10,Brazil,50,0,Tablet,1 Month,2022,6,29,2023,2,7
947,948,2,12,Mexico,51,1,Laptop,1 Month,2022,6,26,2023,2,7
948,949,1,14,Spain,40,1,Tablet,1 Month,2022,6,26,2023,6,30
949,950,0,10,Italy,31,1,Tablet,1 Month,2022,6,20,2023,6,30
950,951,1,12,Spain,39,0,Smartphone,1 Month,2022,6,18,2023,3,7
951,952,0,10,Spain,49,0,Tablet,1 Month,2022,6,16,2023,1,7
952,953,2,10,United States,34,0,Laptop,1 Month,2022,6,16,2023,6,30
953,954,2,13,Canada,38,1,Smartphone,1 Month,2022,6,17,2023,6,30
954,955,0,15,United States,36,0,Laptop,1 Month,2022,6,20,2023,2,7
955,956,1,10,United States,42,0,Smart TV,1 Month,2022,6,24,2023,1,7
956,957,0,14,Canada,50,1,Tablet,1 Month,2022,6,27,2023,1,7
957,958,2,10,United Kingdom,42,0,Laptop,1 Month,2022,2,7,2023,1,7
958,959,1,14,Australia,35,0,Laptop,1 Month,2022,4,7,2023,2,7
959,960,0,15,Germany,46,0,Tablet,1 Month,2022,7,15,2023,6,30
960,961,1,15,France,48,1,Laptop,1 Month,2022,7,23,2023,1,7
961,962,0,12,Brazil,43,0,Laptop,1 Month,2022,7,29,2023,1,7
962,963,2,13,Mexico,51,0,Tablet,1 Month,2022,1,8,2023,1,7
963,964,2,13,Spain,45,1,Smart TV,1 Month,2022,12,8,2023,3,7
964,965,0,10,Italy,46,1,Laptop,1 Month,2022,8,14,2023,6,30
965,966,1,12,Spain,42,0,Laptop,1 Month,2022,8,16,2023,4,7
966,967,0,10,Spain,42,0,Smartphone,1 Month,2022,8,26,2023,6,30
967,968,2,13,United States,50,1,Tablet,1 Month,2022,8,31,2023,3,7
968,969,1,12,Canada,28,1,Smart TV,1 Month,2022,2,9,2023,6,30
969,970,0,15,United States,44,0,Tablet,1 Month,2022,3,9,2023,3,7
970,971,0,10,United States,36,1,Tablet,1 Month,2022,5,9,2023,1,7
971,972,0,14,Canada,37,0,Laptop,1 Month,2022,10,9,2023,2,7
972,973,2,12,United Kingdom,36,1,Smartphone,1 Month,2022,9,17,2023,1,7
973,974,1,13,Australia,31,1,Smartphone,1 Month,2022,9,28,2023,3,7
974,975,0,12,Germany,36,0,Smart TV,1 Month,2022,2,10,2023,6,30
975,976,0,15,France,39,0,Laptop,1 Month,2022,5,10,2023,3,7
976,977,1,11,Brazil,45,0,Laptop,1 Month,2022,7,10,2023,6,30
977,978,2,13,Mexico,29,1,Smart TV,1 Month,2022,8,10,2023,3,7
978,979,2,15,Spain,45,1,Smartphone,1 Month,2022,8,10,2023,1,7
979,980,0,11,Italy,29,1,Smart TV,1 Month,2022,9,10,2023,3,7
980,981,1,10,Spain,28,0,Smart TV,1 Month,2022,9,10,2023,6,30
981,982,2,12,Spain,42,0,Smart TV,1 Month,2022,10,10,2023,2,7
982,983,0,11,United States,36,0,Smartphone,1 Month,2022,10,14,2023,1,7
983,984,2,15,Canada,39,1,Smart TV,1 Month,2022,10,16,2023,3,7
984,985,1,11,United States,36,1,Smart TV,1 Month,2022,10,21,2023,6,29
985,986,0,15,United States,49,1,Laptop,1 Month,2022,10,25,2023,1,7
986,987,1,11,Canada,32,0,Tablet,1 Month,2022,10,30,2023,1,7
987,988,2,12,United Kingdom,40,0,Smartphone,1 Month,2022,10,31,2023,2,7
988,989,0,12,Australia,34,1,Smartphone,1 Month,2022,8,11,2023,1,7
989,990,2,15,Germany,35,1,Smartphone,1 Month,2022,9,11,2023,1,7
990,991,1,11,France,44,0,Smart TV,1 Month,2022,7,11,2023,1,7
991,992,0,13,Brazil,47,0,Smartphone,1 Month,2022,8,11,2023,3,7
992,993,2,14,Mexico,33,0,Laptop,1 Month,2022,8,11,2023,3,7
993,994,1,11,Spain,45,1,Tablet,1 Month,2022,10,31,2023,2,7
994,995,0,14,Italy,42,0,Tablet,1 Month,2022,10,28,2023,1,7
995,996,1,15,Spain,46,1,Tablet,1 Month,2022,10,25,2023,2,7
996,997,0,14,Spain,51,1,Tablet,1 Month,2022,10,18,2023,2,7
997,998,2,15,United States,41,0,Laptop,1 Month,2022,9,25,2023,2,7
998,999,2,10,Canada,50,0,Tablet,1 Month,2022,8,26,2023,1,7
999,1000,0,10,United States,49,0,Smartphone,1 Month,2022,8,20,2023,2,7
1000,1001,1,12,United States,34,0,Laptop,1 Month,2022,12,8,2023,3,7
1001,1002,0,13,Canada,38,0,Tablet,1 Month,2022,12,8,2023,3,7
1002,1003,2,13,United Kingdom,46,1,Smart TV,1 Month,2022,11,8,2023,1,7
1003,1004,1,14,Australia,42,1,Smart TV,1 Month,2022,11,8,2023,2,7
1004,1005,0,12,Germany,46,1,Laptop,1 Month,2022,10,8,2023,2,7
1005,1006,1,10,France,51,0,Smart TV,1 Month,2022,7,31,2023,3,7
1006,1007,0,12,Brazil,35,1,Smart TV,1 Month,2022,7,17,2023,6,30
1007,1008,2,10,Mexico,34,0,Smartphone,1 Month,2022,7,15,2023,2,7
1008,1009,2,14,Spain,31,0,Laptop,1 Month,2022,5,7,2023,2,7
1009,1010,0,12,Italy,36,0,Tablet,1 Month,2022,1,7,2023,3,7
1010,1011,1,15,Spain,28,1,Smart TV,1 Month,2022,1,7,2023,6,30
1011,1012,0,15,Spain,29,0,Smartphone,1 Month,2022,6,26,2023,1,7
1012,1013,2,12,United States,42,0,Smart TV,1 Month,2022,6,27,2023,2,7
1013,1014,1,10,Canada,35,0,Smartphone,1 Month,2022,6,28,2023,2,7
1014,1015,0,12,United States,32,0,Laptop,1 Month,2022,6,28,2023,6,30
1015,1016,1,10,United States,43,0,Tablet,1 Month,2022,6,29,2023,1,7
1016,1017,0,10,Canada,29,1,Smartphone,1 Month,2022,6,26,2023,2,7
1017,1018,2,13,United Kingdom,35,0,Tablet,1 Month,2022,6,26,2023,2,7
1018,1019,2,14,Australia,27,0,Tablet,1 Month,2022,6,24,2023,6,30
1019,1020,0,13,Germany,38,1,Tablet,1 Month,2022,6,21,2023,1,7
1020,1021,1,13,France,33,1,Smart TV,1 Month,2022,6,22,2023,3,7
1021,1022,0,11,Brazil,48,1,Laptop,1 Month,2022,6,18,2023,2,7
1022,1023,2,10,Mexico,51,0,Laptop,1 Month,2022,6,18,2023,2,7
1023,1024,1,10,Spain,40,0,Smartphone,1 Month,2022,6,20,2023,1,7
